search v2: odd=True, N_CAP=1.00e+24, DELTA_MAX=1.0e+07, MIN_DEPTH=6
SPF shard: smallest prime factor = 3
P2 sub-shard: second prime factor = 5
P3 sub-sub-shard: third prime factor = 13
CAND 39546706875 9265290 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5023, 1)]
CAND 39672676875 9244650 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5039, 1)]
CAND 39767154375 9229170 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5051, 1)]
CAND 39830139375 9218850 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5059, 1)]
CAND 39971855625 9195630 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5077, 1)]
CAND 40003348125 9190470 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5081, 1)]
CAND 40050586875 9182730 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5087, 1)]
CAND 40145064375 9167250 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5099, 1)]
CAND 40160810625 9164670 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5101, 1)]
CAND 40208049375 9156930 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5107, 1)]
CAND 40255288125 9149190 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5113, 1)]
CAND 40302526875 9141450 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5119, 1)]
CAND 40522974375 9105330 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5147, 1)]
CAND 40570213125 9097590 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5153, 1)]
CAND 40680436875 9079530 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5167, 1)]
CAND 40711929375 9074370 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5171, 1)]
CAND 40774914375 9064050 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5179, 1)]
CAND 40853645625 9051150 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5189, 1)]
CAND 40916630625 9040830 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5197, 1)]
CAND 41011108125 9025350 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5209, 1)]
CAND 41152824375 9002130 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5227, 1)]
CAND 41184316875 8996970 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5231, 1)]
CAND 41200063125 8994390 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5233, 1)]
CAND 41231555625 8989230 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5237, 1)]
CAND 41420510625 8958270 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5261, 1)]
CAND 41514988125 8942790 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5273, 1)]
CAND 41562226875 8935050 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5279, 1)]
CAND 41577973125 8932470 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5281, 1)]
CAND 41703943125 8911830 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5297, 1)]
CAND 41751181875 8904090 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5303, 1)]
CAND 41798420625 8896350 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5309, 1)]
CAND 41908644375 8878290 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5323, 1)]
CAND 41987375625 8865390 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5333, 1)]
CAND 42097599375 8847330 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5347, 1)]
CAND 42129091875 8842170 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5351, 1)]
CAND 42365285625 8803470 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5381, 1)]
CAND 42412524375 8795730 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5387, 1)]
CAND 42459763125 8787990 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5393, 1)]
CAND 42507001875 8780250 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5399, 1)]
CAND 42569986875 8769930 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5407, 1)]
CAND 42617225625 8762190 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5413, 1)]
CAND 42648718125 8757030 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5417, 1)]
CAND 42664464375 8754450 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5419, 1)]
CAND 42758941875 8738970 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5431, 1)]
CAND 42806180625 8731230 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5437, 1)]
CAND 42837673125 8726070 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5441, 1)]
CAND 42853419375 8723490 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5443, 1)]
CAND 42900658125 8715750 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5449, 1)]
CAND 43073866875 8687370 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5471, 1)]
CAND 43121105625 8679630 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5477, 1)]
CAND 43136851875 8677050 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5479, 1)]
CAND 43168344375 8671890 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5483, 1)]
CAND 43310060625 8648670 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5501, 1)]
CAND 43325806875 8646090 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5503, 1)]
CAND 43357299375 8640930 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5507, 1)]
CAND 43451776875 8625450 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5519, 1)]
CAND 43467523125 8622870 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5521, 1)]
CAND 43514761875 8615130 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5527, 1)]
CAND 43546254375 8609970 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5531, 1)]
CAND 43750955625 8576430 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5557, 1)]
CAND 43798194375 8568690 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5563, 1)]
CAND 43845433125 8560950 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5569, 1)]
CAND 43876925625 8555790 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5573, 1)]
CAND 43939910625 8545470 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5581, 1)]
